Entry,Entry name,Protein names,Gene names,Organism,Cross-reference (DrugBank)
A0A0S2Z563,A0A0S2Z563_HUMAN,Mitochondrial ribosomal protein S28 isoform 1 (Fragment),MRPS28,Homo sapiens (Human),
A0A0S2Z5D2,A0A0S2Z5D2_HUMAN,"Mitochondrial ribosomal protein S28 isoform 4 (Mitochondrial ribosomal protein S28, isoform CRA_c) (Fragment)",MRPS28 hCG_20836,Homo sapiens (Human),
A0A0S2Z5H0,A0A0S2Z5H0_HUMAN,"Mitochondrial ribosomal protein S28 isoform 2 (Mitochondrial ribosomal protein S28, isoform CRA_b) (Fragment)",MRPS28 hCG_20836,Homo sapiens (Human),
E5RFH3,E5RFH3_HUMAN,"28S ribosomal protein S28, mitochondrial",MRPS28,Homo sapiens (Human),
E5RFT8,E5RFT8_HUMAN,"28S ribosomal protein S28, mitochondrial",MRPS28,Homo sapiens (Human),
E5RGC7,E5RGC7_HUMAN,"28S ribosomal protein S28, mitochondrial (Fragment)",MRPS28,Homo sapiens (Human),
E5RK86,E5RK86_HUMAN,"28S ribosomal protein S28, mitochondrial (Fragment)",MRPS28,Homo sapiens (Human),
H0YAT2,H0YAT2_HUMAN,"28S ribosomal protein S28, mitochondrial (Fragment)",MRPS28,Homo sapiens (Human),
H7C5V3,H7C5V3_HUMAN,"28S ribosomal protein S28, mitochondrial (Fragment)",MRPS28,Homo sapiens (Human),
P82673,RT35_HUMAN,"28S ribosomal protein S35, mitochondrial (MRP-S35) (S35mt) (28S ribosomal protein S28, mitochondrial) (MRP-S28) (S28mt) (Mitochondrial small ribosomal subunit protein mS35)",MRPS35 MRPS28 HDCMD11P MDS023 PSEC0213,Homo sapiens (Human),
Q9Y2Q9,RT28_HUMAN,"28S ribosomal protein S28, mitochondrial (MRP-S28) (S28mt) (28S ribosomal protein S35, mitochondrial) (MRP-S35) (S35mt) (Mitochondrial small ribosomal subunit protein bS1m)",MRPS28 MRPS35 HSPC007,Homo sapiens (Human),
U3KQQ8,U3KQQ8_HUMAN,"28S ribosomal protein S28, mitochondrial (Fragment)",MRPS28,Homo sapiens (Human),
P33552,CKS2_HUMAN,Cyclin-dependent kinases regulatory subunit 2 (CKS-2),CKS2,Homo sapiens (Human),
D6W5S0,D6W5S0_HUMAN,"SMAD specific E3 ubiquitin protein ligase 1, isoform CRA_a",SMURF1 hCG_41327,Homo sapiens (Human),
Q9HCE7,SMUF1_HUMAN,E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1),SMURF1 KIAA1625,Homo sapiens (Human),
K7EKF0,K7EKF0_HUMAN,Mothers against decapentaplegic homolog 7 (Fragment),SMAD7,Homo sapiens (Human),
O15105,SMAD7_HUMAN,Mothers against decapentaplegic homolog 7 (MAD homolog 7) (Mothers against DPP homolog 7) (Mothers against decapentaplegic homolog 8) (MAD homolog 8) (Mothers against DPP homolog 8) (SMAD family member 7) (SMAD 7) (Smad7) (hSMAD7),SMAD7 MADH7 MADH8,Homo sapiens (Human),
A0A0A0MRJ2,A0A0A0MRJ2_HUMAN,Cyclic AMP-dependent transcription factor ATF-3 (Fragment),ATF3,Homo sapiens (Human),
P18847,ATF3_HUMAN,Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3),ATF3,Homo sapiens (Human),DB00852;
Q5VTZ4,Q5VTZ4_HUMAN,Cyclic AMP-dependent transcription factor ATF-3 (Fragment),ATF3,Homo sapiens (Human),
Q7Z567,Q7Z567_HUMAN,"Activating transcription factor 3 delta Zip3 (cDNA FLJ57271, highly similar to Cyclic AMP-dependent transcription factorATF-3)",ATF3,Homo sapiens (Human),
Q92585,MAML1_HUMAN,Mastermind-like protein 1 (Mam-1),MAML1 KIAA0200,Homo sapiens (Human),
M0R1M6,M0R1M6_HUMAN,Ubiquitin-60S ribosomal protein L40 (Fragment),UBA52,Homo sapiens (Human),
M0R1V7,M0R1V7_HUMAN,Ubiquitin-60S ribosomal protein L40 (Fragment),UBA52,Homo sapiens (Human),
M0R2S1,M0R2S1_HUMAN,Ubiquitin-60S ribosomal protein L40 (Fragment),UBA52,Homo sapiens (Human),
P62987,RL40_HUMAN,Ubiquitin-60S ribosomal protein L40 (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (Large ribosomal subunit protein eL40)],UBA52 UBCEP2,Homo sapiens (Human),
Q3MIH3,Q3MIH3_HUMAN,"Ubiquitin A-52 residue ribosomal protein fusion product 1 (Ubiquitin A-52 residue ribosomal protein fusion product 1, isoform CRA_a) (cDNA, FLJ95576, Homo sapiens ubiquitin A-52 residue ribosomal protein fusionproduct 1 (UBA52), mRNA)",UBA52 hCG_37048,Homo sapiens (Human),
A0A096LPE0,A0A096LPE0_HUMAN,60S ribosomal protein L13a,RPL13A,Homo sapiens (Human),
M0QYS1,M0QYS1_HUMAN,60S ribosomal protein L13a (Fragment),RPL13A,Homo sapiens (Human),
M0QZU1,M0QZU1_HUMAN,60S ribosomal protein L13a,RPL13A,Homo sapiens (Human),
P40429,RL13A_HUMAN,60S ribosomal protein L13a (23 kDa highly basic protein) (Large ribosomal subunit protein uL13),RPL13A,Homo sapiens (Human),DB02494;DB07374;DB08437;
Q0VGL3,Q0VGL3_HUMAN,RPL13A protein,RPL13A,Homo sapiens (Human),
Q8J015,Q8J015_HUMAN,"60S ribosomal protein L13a (Ribosomal protein L13a, isoform CRA_b)",RPL13A RPL13a hCG_1998057,Homo sapiens (Human),
Q9BSQ6,Q9BSQ6_HUMAN,RPL13A protein (Fragment),RPL13A,Homo sapiens (Human),
A0A0U1RQX8,A0A0U1RQX8_HUMAN,E3 ubiquitin-protein ligase CBL,CBL,Homo sapiens (Human),
A0A0U1RR39,A0A0U1RR39_HUMAN,E3 ubiquitin-protein ligase CBL,CBL,Homo sapiens (Human),
A0A0U1RRJ5,A0A0U1RRJ5_HUMAN,E3 ubiquitin-protein ligase CBL (Fragment),CBL,Homo sapiens (Human),
A0A1B0GW38,A0A1B0GW38_HUMAN,E3 ubiquitin-protein ligase CBL (Fragment),CBL,Homo sapiens (Human),
L0R4V5,L0R4V5_HUMAN,Alternative protein CBL,CBL,Homo sapiens (Human),
P22681,CBL_HUMAN,E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL),CBL CBL2 RNF55,Homo sapiens (Human),
C9JDI3,C9JDI3_HUMAN,"Troponin C, slow skeletal and cardiac muscles (Fragment)",TNNC1,Homo sapiens (Human),
P63316,TNNC1_HUMAN,"Troponin C, slow skeletal and cardiac muscles (TN-C)",TNNC1 TNNC,Homo sapiens (Human),DB01375;DB01244;DB01373;DB01023;DB00922;DB04513;DB00831;
Q6FH91,Q6FH91_HUMAN,"TNNC1 protein (Troponin C type 1 (Slow)) (Troponin C type 1 (Slow), isoform CRA_a) (cDNA, FLJ94344, Homo sapiens troponin C, slow (TNNC1), mRNA)",TNNC1 hCG_42573,Homo sapiens (Human),
A6NHK2,A6NHK2_HUMAN,Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E),SNRPE,Homo sapiens (Human),
P62304,RUXE_HUMAN,Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE),SNRPE,Homo sapiens (Human),
A4D1T3,A4D1T3_HUMAN,"Mitochondrial ribosomal protein S33 (Mitochondrial ribosomal protein S33, isoform CRA_a)",MRPS33 hCG_40133 tcag7.371,Homo sapiens (Human),
C9JBY7,C9JBY7_HUMAN,"28S ribosomal protein S33, mitochondrial",MRPS33,Homo sapiens (Human),
Q3KRB4,Q3KRB4_HUMAN,MRPS33 protein (Fragment),MRPS33,Homo sapiens (Human),
Q9Y291,RT33_HUMAN,"28S ribosomal protein S33, mitochondrial (MRP-S33) (S33mt) (Mitochondrial small ribosomal subunit protein mS33)",MRPS33 CGI-139 PTD003,Homo sapiens (Human),
B2RDW1,B2RDW1_HUMAN,"Epididymis luminal protein 112 (Ribosomal protein S27a, isoform CRA_c) (cDNA, FLJ96793, Homo sapiens ribosomal protein S27a (RPS27A), mRNA)",RPS27A HEL112 hCG_1987923,Homo sapiens (Human),
J3QTR3,J3QTR3_HUMAN,Ubiquitin-40S ribosomal protein S27a (Fragment),RPS27A,Homo sapiens (Human),
P62979,RS27A_HUMAN,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a (Small ribosomal subunit protein eS31)],RPS27A UBA80 UBCEP1,Homo sapiens (Human),
Q49A90,Q49A90_HUMAN,RPS27A protein (Ubiquitin-40S ribosomal protein S27a),RPS27A,Homo sapiens (Human),
Q5RKT7,Q5RKT7_HUMAN,Ribosomal protein S27a,RPS27A,Homo sapiens (Human),
Q8WYN9,Q8WYN9_HUMAN,Ribosomal protein S27A (Fragment),RPS27A,Homo sapiens (Human),
P60174,TPIS_HUMAN,Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase),TPI1 TPI,Homo sapiens (Human),DB03379;DB03900;DB02726;DB03132;DB07387;DB04510;DB03135;DB03314;DB01695;DB03026;
U3KPS5,U3KPS5_HUMAN,Triosephosphate isomerase (EC 5.3.1.1) (Fragment),TPI1,Homo sapiens (Human),
U3KPZ0,U3KPZ0_HUMAN,Triosephosphate isomerase (EC 5.3.1.1) (Fragment),TPI1,Homo sapiens (Human),
U3KQF3,U3KQF3_HUMAN,Triosephosphate isomerase (EC 5.3.1.1) (Fragment),TPI1,Homo sapiens (Human),
E7EUT5,E7EUT5_HUMAN,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,Homo sapiens (Human),
P04406,G3P_HUMAN,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-),GAPDH GAPD CDABP0047 OK/SW-cl.12,Homo sapiens (Human),DB07347;DB02059;DB00157;DB03893;
Q0QET7,Q0QET7_HUMAN,Glyceraldehyde-3-phosphate dehydrogenase (Fragment),GAPDH,Homo sapiens (Human),
A0A024R0H2,A0A024R0H2_HUMAN,"Mitochondrial ribosomal protein S12, isoform CRA_a",MRPS12 hCG_1641204,Homo sapiens (Human),
O15235,RT12_HUMAN,"28S ribosomal protein S12, mitochondrial (MRP-S12) (S12mt) (MT-RPS12) (Mitochondrial small ribosomal subunit protein uS12m)",MRPS12 RPMS12 RPSM12,Homo sapiens (Human),
C9JCL9,C9JCL9_HUMAN,THO complex subunit 5 homolog (Fragment),THOC5,Homo sapiens (Human),
C9JXG5,C9JXG5_HUMAN,THO complex subunit 5 homolog (Fragment),THOC5,Homo sapiens (Human),
C9JXU6,C9JXU6_HUMAN,THO complex subunit 5 homolog (Fragment),THOC5,Homo sapiens (Human),
F5GZF3,F5GZF3_HUMAN,THO complex subunit 5 homolog,THOC5,Homo sapiens (Human),
F8WCP5,F8WCP5_HUMAN,THO complex subunit 5 homolog,THOC5,Homo sapiens (Human),
F8WES8,F8WES8_HUMAN,THO complex subunit 5 homolog,THOC5,Homo sapiens (Human),
H7C072,H7C072_HUMAN,THO complex subunit 5 homolog (Fragment),THOC5,Homo sapiens (Human),
H7C441,H7C441_HUMAN,THO complex subunit 5 homolog (Fragment),THOC5,Homo sapiens (Human),
Q13769,THOC5_HUMAN,THO complex subunit 5 homolog (Functional spliceosome-associated protein 79) (fSAP79) (NF2/meningioma region protein pK1.3) (Placental protein 39.2) (PP39.2) (hTREX90),THOC5 C22orf19 KIAA0983,Homo sapiens (Human),
A0A024R179,A0A024R179_HUMAN,"Nuclear cap binding protein subunit 1, 80kDa, isoform CRA_a",NCBP1 hCG_28165,Homo sapiens (Human),
F2Z2T1,F2Z2T1_HUMAN,Nuclear cap-binding protein subunit 1,NCBP1,Homo sapiens (Human),
Q09161,NCBP1_HUMAN,Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit),NCBP1 CBP80 NCBP,Homo sapiens (Human),
X6R941,X6R941_HUMAN,Nuclear cap-binding protein subunit 1 (Fragment),NCBP1,Homo sapiens (Human),
A0A024R7J4,A0A024R7J4_HUMAN,"Mitochondrial ribosomal protein L34, isoform CRA_a",MRPL34 hCG_2000553,Homo sapiens (Human),
M0R093,M0R093_HUMAN,"39S ribosomal protein L34, mitochondrial",MRPL34,Homo sapiens (Human),
M0R226,M0R226_HUMAN,"39S ribosomal protein L34, mitochondrial",MRPL34,Homo sapiens (Human),
Q9BQ48,RM34_HUMAN,"39S ribosomal protein L34, mitochondrial (L34mt) (MRP-L34) (Mitochondrial large ribosomal subunit protein bL34m)",MRPL34,Homo sapiens (Human),
Q9BUN6,Q9BUN6_HUMAN,MRPS30 protein (Fragment),MRPS30,Homo sapiens (Human),
Q9NP92,RT30_HUMAN,"39S ribosomal protein S30, mitochondrial (MRP-S30) (S30mt) (Mitochondrial large ribosomal subunit protein mL65) (Mitochondrial large ribosomal subunit protein mS30) (Programmed cell death protein 9)",MRPS30 PDCD9 BM-047,Homo sapiens (Human),
A0A068JCC9,A0A068JCC9_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
A0A068JD88,A0A068JD88_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
A0A1W2PRR9,A0A1W2PRR9_HUMAN,Epidermal growth factor receptor,EGFR,Homo sapiens (Human),
A0A1Y0DMK7,A0A1Y0DMK7_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
A2VCQ7,A2VCQ7_HUMAN,EGFR protein (Fragment),EGFR,Homo sapiens (Human),
A7VMV4,A7VMV4_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
A7VN05,A7VN05_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
A7VN06,A7VN06_HUMAN,Epidermal growth factor receptor (Epidermal growth factor receptor tyrosine kinase domain) (Fragment),EGFR,Homo sapiens (Human),
A7VN07,A7VN07_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
B6RC65,B6RC65_HUMAN,Epidermal growth factor receptor variant EX12_14del (Fragment),EGFR,Homo sapiens (Human),
B6RC66,B6RC66_HUMAN,Epidermal growth factor receptor variant EX12_15del (Fragment),EGFR,Homo sapiens (Human),
C9JYS6,C9JYS6_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
E2I6F5,E2I6F5_HUMAN,Epidermal growth factor receptor variant (EC 2.7.10.1) (Fragment),EGFR,Homo sapiens (Human),
E7BSV0,E7BSV0_HUMAN,Receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,Homo sapiens (Human),
E9PFD7,E9PFD7_HUMAN,Receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,Homo sapiens (Human),
F1JTL6,F1JTL6_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
G9MC26,G9MC26_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
G9MC81,G9MC81_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
I3WA68,I3WA68_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
I3WA72,I3WA72_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
I3WA73,I3WA73_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
L0R6G1,L0R6G1_HUMAN,Alternative protein EGFR,EGFR,Homo sapiens (Human),
P00533,EGFR_HUMAN,Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1),EGFR ERBB ERBB1 HER1,Homo sapiens (Human),DB08916;DB00002;DB05424;DB00530;DB03496;DB00317;DB05324;DB11737;DB04988;DB05774;DB05900;DB01259;DB00281;DB05101;DB07662;DB09559;DB13164;DB09330;DB01269;DB05374;DB07602;DB00072;DB05294;
Q147T7,Q147T7_HUMAN,EGFR protein,EGFR,Homo sapiens (Human),
Q30BI0,Q30BI0_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
Q4H1F3,Q4H1F3_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
Q504U8,Q504U8_HUMAN,Receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,Homo sapiens (Human),
Q68GS6,Q68GS6_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
Q75MF2,Q75MF2_HUMAN,Uncharacterized protein EGFR (Fragment),EGFR,Homo sapiens (Human),
Q8NDU8,Q8NDU8_HUMAN,Epidermal growth factor,EGFR,Homo sapiens (Human),
Q8WZA5,Q8WZA5_HUMAN,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
Q9H3C8,Q9H3C8_HUMAN,Truncated epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
Q9H3D0,Q9H3D0_HUMAN,A431-specific truncated epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),
H0Y6E7,H0Y6E7_HUMAN,"RNA-binding motif protein, X chromosome (Fragment)",RBMX,Homo sapiens (Human),
H3BNC1,H3BNC1_HUMAN,"RNA-binding motif protein, X chromosome",RBMX,Homo sapiens (Human),
H3BR27,H3BR27_HUMAN,"RNA-binding motif protein, X chromosome",RBMX,Homo sapiens (Human),
H3BT71,H3BT71_HUMAN,"RNA-binding motif protein, X chromosome",RBMX,Homo sapiens (Human),
H3BUY5,H3BUY5_HUMAN,"RNA-binding motif protein, X chromosome",RBMX,Homo sapiens (Human),
P38159,RBMX_HUMAN,"RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]",RBMX HNRPG RBMXP1,Homo sapiens (Human),
L8EC91,L8EC91_HUMAN,Alternative protein EGF,EGF,Homo sapiens (Human),
P01133,EGF_HUMAN,Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor (Urogastrone)],EGF,Homo sapiens (Human),DB04454;DB00364;DB05007;
Q6QBS2,Q6QBS2_HUMAN,Epidermal growth factor (Fragment),EGF,Homo sapiens (Human),
C9JYE9,C9JYE9_HUMAN,Transcription factor E2F5 (Fragment),E2F5,Homo sapiens (Human),
E5RHD4,E5RHD4_HUMAN,Transcription factor E2F5,E2F5,Homo sapiens (Human),
H0YBK0,H0YBK0_HUMAN,Transcription factor E2F5 (Fragment),E2F5,Homo sapiens (Human),
H0YBW8,H0YBW8_HUMAN,Transcription factor E2F5 (Fragment),E2F5,Homo sapiens (Human),
Q15329,E2F5_HUMAN,Transcription factor E2F5 (E2F-5),E2F5,Homo sapiens (Human),
A0A090N8H8,A0A090N8H8_HUMAN,Nitric oxide synthase (EC 1.14.13.39),NOS3 tcag7.753,Homo sapiens (Human),
A0A0A0MTA6,A0A0A0MTA6_HUMAN,"Nitric oxide synthase, endothelial",NOS3,Homo sapiens (Human),
E7ESA7,E7ESA7_HUMAN,"Nitric oxide synthase, endothelial",NOS3,Homo sapiens (Human),
H7C4V4,H7C4V4_HUMAN,"Nitric oxide synthase, endothelial (Fragment)",NOS3,Homo sapiens (Human),
O14937,O14937_HUMAN,NOS III (Fragment),NOS3,Homo sapiens (Human),
P29474,NOS3_HUMAN,"Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII)",NOS3,Homo sapiens (Human),DB02335;DB01997;DB04534;DB03100;DB02207;DB03065;DB05676;DB00997;DB07388;DB02234;DB02994;DB01833;DB00125;DB00155;DB03974;DB02077;DB01110;DB02044;DB04559;DB03144;DB02027;DB03305;DB04223;DB03963;DB03707;DB04018;DB00360;DB02589;
P60323,NANO3_HUMAN,Nanos homolog 3 (NOS-3),NANOS3 NOS3,Homo sapiens (Human),
A0A2R8YCK1,A0A2R8YCK1_HUMAN,Nicastrin (Fragment),NCSTN,Homo sapiens (Human),
A0A2R8YE20,A0A2R8YE20_HUMAN,Nicastrin,NCSTN,Homo sapiens (Human),
A0A2U3TZL9,A0A2U3TZL9_HUMAN,Nicastrin,NCSTN,Homo sapiens (Human),
H0Y3Z4,H0Y3Z4_HUMAN,Nicastrin (Fragment),NCSTN,Homo sapiens (Human),
H0Y6T7,H0Y6T7_HUMAN,Nicastrin (Fragment),NCSTN,Homo sapiens (Human),
Q5T205,Q5T205_HUMAN,Nicastrin (Fragment),NCSTN,Homo sapiens (Human),
Q5T209,Q5T209_HUMAN,Nicastrin (Fragment),NCSTN,Homo sapiens (Human),
Q5T210,Q5T210_HUMAN,Nicastrin (Fragment),NCSTN,Homo sapiens (Human),
Q5T211,Q5T211_HUMAN,Nicastrin (Fragment),NCSTN,Homo sapiens (Human),
Q92542,NICA_HUMAN,Nicastrin,NCSTN KIAA0253 UNQ1874/PRO4317,Homo sapiens (Human),
A0A087WZL6,A0A087WZL6_HUMAN,Catenin alpha-1,CTNNA1,Homo sapiens (Human),
A0A384MDY0,A0A384MDY0_HUMAN,"Catenin (Cadherin-associated protein), alpha 1, 102kDa, isoform CRA_b (Epididymis secretory sperm binding protein)",CTNNA1 hCG_1782385,Homo sapiens (Human),
E5RFG3,E5RFG3_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RFK9,E5RFK9_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RFM3,E5RFM3_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RFM5,E5RFM5_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RG03,E5RG03_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RGD2,E5RGD2_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RGG4,E5RGG4_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RGS1,E5RGS1_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RGU3,E5RGU3_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RGY6,E5RGY6_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RGY7,E5RGY7_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RHJ5,E5RHJ5_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RHR7,E5RHR7_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RHV7,E5RHV7_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RHY5,E5RHY5_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RIB1,E5RIB1_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RIE0,E5RIE0_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RIT8,E5RIT8_HUMAN,Catenin alpha-1,CTNNA1,Homo sapiens (Human),
E5RJ41,E5RJ41_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RJ43,E5RJ43_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RJC9,E5RJC9_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RJL0,E5RJL0_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RJP7,E5RJP7_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
E5RJZ2,E5RJZ2_HUMAN,Catenin alpha-1,CTNNA1,Homo sapiens (Human),
G3XAM7,G3XAM7_HUMAN,"Catenin (Cadherin-associated protein), alpha 1, 102kDa, isoform CRA_a (Catenin alpha-1)",CTNNA1 hCG_1782385,Homo sapiens (Human),
H0YB54,H0YB54_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
H0YBB8,H0YBB8_HUMAN,Catenin alpha-1 (Fragment),CTNNA1,Homo sapiens (Human),
P35221,CTNA1_HUMAN,Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13),CTNNA1,Homo sapiens (Human),
Q16370,Q16370_HUMAN,CTNNA1 protein (Fragment),CTNNA1,Homo sapiens (Human),
A0A024RD78,A0A024RD78_HUMAN,"Mitochondrial ribosomal protein L14, isoform CRA_b",MRPL14 hCG_1641236,Homo sapiens (Human),
Q6P1L8,RM14_HUMAN,"39S ribosomal protein L14, mitochondrial (L14mt) (MRP-L14) (39S ribosomal protein L32, mitochondrial) (L32mt) (MRP-L32) (Mitochondrial large ribosomal subunit protein uL14m)",MRPL14 MRPL32 RPML32,Homo sapiens (Human),
F8VTY2,F8VTY2_HUMAN,Nucleoporin Nup37 (Fragment),NUP37,Homo sapiens (Human),
F8VXF5,F8VXF5_HUMAN,Nucleoporin Nup37 (Fragment),NUP37,Homo sapiens (Human),
H0YHK8,H0YHK8_HUMAN,Nucleoporin Nup37 (Fragment),NUP37,Homo sapiens (Human),
Q8NFH4,NUP37_HUMAN,Nucleoporin Nup37 (p37) (Nup107-160 subcomplex subunit Nup37),NUP37,Homo sapiens (Human),
A0A087WXX9,A0A087WXX9_HUMAN,Non-specific serine/threonine protein kinase (EC 2.7.11.1),PRKAA2,Homo sapiens (Human),
A0MZF5,A0MZF5_HUMAN,Non-specific serine/threonine protein kinase (EC 2.7.11.1),PRKAA2,Homo sapiens (Human),
K9J960,K9J960_HUMAN,AMP-activated protein kinase alpha-2 subunit variant 2,PRKAA2,Homo sapiens (Human),
K9J973,K9J973_HUMAN,AMP-activated protein kinase alpha-2 subunit variant 3,PRKAA2,Homo sapiens (Human),
P54646,AAPK2_HUMAN,5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31),PRKAA2 AMPK AMPK2,Homo sapiens (Human),DB00945;
E7EPW2,E7EPW2_HUMAN,"28S ribosomal protein S25, mitochondrial",MRPS25,Homo sapiens (Human),
P82663,RT25_HUMAN,"28S ribosomal protein S25, mitochondrial (MRP-S25) (S25mt) (Mitochondrial small ribosomal subunit protein mS25)",MRPS25 RPMS25,Homo sapiens (Human),
Q96Q22,Q96Q22_HUMAN,Mitochondrial ribosomal protein S25 (Fragment),MRPS25,Homo sapiens (Human),
A0A0U1RQG3,A0A0U1RQG3_HUMAN,Histone acetyltransferase p300 (Fragment),EP300,Homo sapiens (Human),
A0A0U1RR87,A0A0U1RR87_HUMAN,Histone acetyltransferase p300 (Fragment),EP300,Homo sapiens (Human),
